Code_postal,Nom_commune,Zonage
12720,Peyreleau,2_ZAC
12220,Peyrusse-le-Roc,2_ZAC
12130,Pierrefiche,1_ZIP
12550,Plaisance,1_ZIP
12130,Pomayrols,1_ZIP
12290,Pont-de-Salars,2_ZAC
12380,Pousthomy,1_ZIP
12470,Prades-d'Aubrac,2_ZAC
12290,Prades-Salars,2_ZAC
12240,Pradinas,1_ZIP
12350,Prévinquières,1_ZIP
12350,Privezac,2_ZAC
12370,Mounes-Prohencoux,1_ZIP
12320,Pruines,1_ZIP
12800,Quins,2_ZAC
12800,Quins,2_ZAC
12400,Rebourguil,1_ZIP
12170,Réquista,1_ZIP
12240,Rieupeyroux,1_ZIP
12390,Rignac,2_ZAC
12640,Rivière-sur-Tarn,2_ZAC
12640,Rivière-sur-Tarn,2_ZAC
12340,Rodelle,2_ZAC
12000,Rodez,2_ZAC
12250,Roquefort-sur-Soulzon,1_ZIP
12100,La Roque-Sainte-Marguerite,2_ZAC
12200,La Rouquette,2_ZAC
12220,Roussennac,2_ZAC
12120,Rullac-Saint-Cirq,1_ZIP
12400,Saint-Affrique,1_ZIP
12460,Saint-Amans-des-Cots,2_ZAC
12270,Saint-André-de-Najac,2_ZAC
12720,Saint-André-de-Vézines,2_ZAC
12540,Saint-Beaulize,1_ZIP
12620,Saint-Beauzély,2_ZAC
12470,Saint-Chély-d'Aubrac,2_ZAC
12470,Saint-Chély-d'Aubrac,2_ZAC
12330,Saint-Christophe-Vallon,1_ZIP
12500,Saint-Côme-d'Olt,2_ZAC
12260,Sainte-Croix,2_ZAC
12130,Sainte-Eulalie-d'Olt,1_ZIP
12230,Sainte-Eulalie-de-Cernon,2_ZAC
12320,Saint-Félix-de-Lunel,1_ZIP
12400,Saint-Félix-de-Sorgues,1_ZIP
12210,Argences en Aubrac,2_ZAC
12210,Argences en Aubrac,2_ZAC
12210,Argences en Aubrac,2_ZAC
12420,Argences en Aubrac,2_ZAC
12420,Argences en Aubrac,2_ZAC
12420,Argences en Aubrac,2_ZAC
12130,Saint Geniez d'Olt et d'Aubrac,1_ZIP
12130,Saint Geniez d'Olt et d'Aubrac,1_ZIP
12100,Saint-Georges-de-Luzençon,2_ZAC
12140,Saint-Hippolyte,2_ZAC
12140,Saint-Hippolyte,2_ZAC
12260,Saint-Igest,2_ZAC
12480,Saint-Izaire,1_ZIP
12250,Saint-Jean-d'Alcapiès,1_ZIP
12170,Saint-Jean-Delnous,1_ZIP
12230,Saint-Jean-du-Bruel,1_ZIP
12250,Saint-Jean-et-Saint-Paul,1_ZIP
12550,Saint-Juéry,1_ZIP
12120,Sainte-Juliette-sur-Viaur,2_ZAC
12170,Saint-Just-sur-Viaur,2_ZAC
12800,Saint-Just-sur-Viaur,2_ZAC
12620,Saint-Laurent-de-Lévézou,2_ZAC
12560,Saint-Laurent-d'Olt,2_ZAC
12780,Saint-Léons,2_ZAC
12130,Saint-Martin-de-Lenne,1_ZIP
12300,Saint-Parthem,1_ZIP
12850,Sainte-Radegonde,2_ZAC
12200,Saint-Rémy,2_ZAC
12490,Saint-Rome-de-Cernon,1_ZIP
12490,Saint-Rome-de-Tarn,1_ZIP
12300,Saint-Santin,1_ZIP
12560,Saint-Saturnin-de-Lenne,1_ZIP
12380,Saint-Sernin-sur-Rance,1_ZIP
12370,Saint-Sever-du-Moustier,1_ZIP
12460,Saint-Symphorien-de-Thénières,2_ZAC
12460,Saint-Symphorien-de-Thénières,2_ZAC
12400,Saint-Victor-et-Melvieu,1_ZIP
12400,Saint-Victor-et-Melvieu,1_ZIP
12260,Salles-Courbatiès,2_ZAC
12410,Salles-Curan,2_ZAC
12330,Salles-la-Source,1_ZIP
12120,Salmiech,1_ZIP
12260,Salvagnac-Cajarc,2_ZAC
12700,Causse-et-Diège,2_ZAC
12700,Causse-et-Diège,2_ZAC
12700,Causse-et-Diège,2_ZAC
12440,La Salvetat-Peyralès,1_ZIP
12200,Sanvensa,2_ZAC
12230,Sauclières,1_ZIP
12260,Saujac,2_ZAC
12800,Sauveterre-de-Rouergue,2_ZAC
12200,Savignac,2_ZAC
12740,Sébazac-Concourès,2_ZAC
12190,Sébrazac,2_ZAC
12290,Ségur,2_ZAC
12170,La Selve,1_ZIP
12320,Sénergues,1_ZIP
12380,La Serre,1_ZIP
12150,Sévérac d'Aveyron,2_ZAC
12150,Sévérac d'Aveyron,2_ZAC
12150,Sévérac d'Aveyron,2_ZAC
12150,Sévérac d'Aveyron,2_ZAC
12150,Sévérac d'Aveyron,2_ZAC
12700,Sonnac,2_ZAC
12210,Soulages-Bonneval,2_ZAC
12360,Sylvanès,1_ZIP
12360,Tauriac-de-Camarès,1_ZIP
12800,Tauriac-de-Naucelle,2_ZAC
12600,Taussac,2_ZAC
12440,Tayrac,2_ZAC
12600,Thérondels,2_ZAC
12200,Toulonjac,2_ZAC
12250,Tournemire,1_ZIP
12290,Trémouilles,2_ZAC
12430,Le Truel,1_ZIP
12400,Vabres-l'Abbaye,1_ZIP
12200,Vailhourles,2_ZAC
12330,Valady,1_ZIP
12330,Valady,1_ZIP
12220,Valzergues,2_ZAC
12220,Vaureilles,2_ZAC
12520,Verrières,2_ZAC
12400,Versols-et-Lapeyre,1_ZIP
12720,Veyreau,2_ZAC
12780,Vézins-de-Lévézou,2_ZAC
12250,Viala-du-Pas-de-Jaux,1_ZIP
12490,Viala-du-Tarn,1_ZIP
12290,Le Vibal,2_ZAC
12580,Villecomtal,1_ZIP
12430,Villefranche-de-Panat,1_ZIP
12200,Villefranche-de-Rouergue,2_ZAC
12260,Villeneuve,2_ZAC
12310,Vimenet,1_ZIP
12110,Viviez,1_ZIP
12410,Curan,2_ZAC
13080,Aix-en-Provence,3_HZ
13090,Aix-en-Provence,3_HZ
13100,Aix-en-Provence,3_HZ
13100,Aix-en-Provence,3_HZ
13290,Aix-en-Provence,3_HZ
13540,Aix-en-Provence,3_HZ
13190,Allauch,3_HZ
13190,Allauch,3_HZ
13980,Alleins,2_ZAC
13980,Alleins,2_ZAC
13104,Arles,2_ZAC
13123,Arles,2_ZAC
13129,Arles,2_ZAC
13200,Arles,2_ZAC
13200,Arles,2_ZAC
13280,Arles,2_ZAC
13280,Arles,2_ZAC
13400,Aubagne,3_HZ
13400,Aubagne,3_HZ
13930,Aureille,2_ZAC
13390,Auriol,3_HZ
13121,Aurons,3_HZ
13330,La Barben,3_HZ
13570,Barbentane,2_ZAC
13520,Les Baux-de-Provence,3_HZ
13100,Beaurecueil,3_HZ
13720,Belcodène,2_ZAC
13720,Belcodène,2_ZAC
13130,Berre-l'Étang,1_ZIP
13320,Bouc-Bel-Air,3_HZ
13720,La Bouilladisse,3_HZ
13720,La Bouilladisse,3_HZ
13720,La Bouilladisse,3_HZ
13720,La Bouilladisse,3_HZ
13150,Boulbon,1_ZIP
13440,Cabannes,2_ZAC
13480,Cabriès,3_HZ
13480,Cabriès,3_HZ
13950,Cadolive,2_ZAC
13620,Carry-le-Rouet,2_ZAC
13620,Carry-le-Rouet,2_ZAC
13260,Cassis,3_HZ
13600,Ceyreste,3_HZ
13350,Charleval,2_ZAC
13790,Châteauneuf-le-Rouge,3_HZ
13220,Châteauneuf-les-Martigues,3_HZ
13220,Châteauneuf-les-Martigues,3_HZ
13160,Châteaurenard,3_HZ
13600,La Ciotat,3_HZ
13250,Cornillon-Confoux,1_ZIP
13780,Cuges-les-Pins,2_ZAC
13112,La Destrousse,3_HZ
13510,Éguilles,3_HZ
13820,Ensuès-la-Redonne,3_HZ
13820,Ensuès-la-Redonne,3_HZ
13810,Eygalières,2_ZAC
13430,Eyguières,2_ZAC
13630,Eyragues,3_HZ
13580,La Fare-les-Oliviers,3_HZ
13990,Fontvieille,2_ZAC
13270,Fos-sur-Mer,1_ZIP
13710,Fuveau,3_HZ
13710,Fuveau,3_HZ
13710,Fuveau,3_HZ
13120,Gardanne,3_HZ
13120,Gardanne,3_HZ
13120,Gardanne,3_HZ
13420,Gémenos,2_ZAC
13180,Gignac-la-Nerthe,3_HZ
13180,Gignac-la-Nerthe,3_HZ
13450,Grans,3_HZ
13690,Graveson,3_HZ
13850,Gréasque,2_ZAC
13118,Istres,1_ZIP
13800,Istres,1_ZIP
13490,Jouques,3_HZ
13113,Lamanon,3_HZ
13410,Lambesc,2_ZAC
13680,Lançon-Provence,3_HZ
13910,Maillane,3_HZ
13370,Mallemort,2_ZAC
13370,Mallemort,2_ZAC
13700,Marignane,2_ZAC
13117,Martigues,2_ZAC
13500,Martigues,2_ZAC
13500,Martigues,2_ZAC
13500,Martigues,2_ZAC
13500,Martigues,2_ZAC
13103,Mas-Blanc-des-Alpilles,3_HZ
13520,Maussane-les-Alpilles,3_HZ
13650,Meyrargues,3_HZ
13590,Meyreuil,3_HZ
13150,Saint-Pierre-de-Mézoargues,1_ZIP
13105,Mimet,2_ZAC
13140,Miramas,1_ZIP
13940,Mollégès,2_ZAC
13890,Mouriès,2_ZAC
13550,Noves,3_HZ
13550,Noves,3_HZ
13660,Orgon,2_ZAC
13520,Paradou,3_HZ
13330,Pélissanne,3_HZ
13821,La Penne-sur-Huveaune,3_HZ
13821,La Penne-sur-Huveaune,3_HZ
13170,Les Pennes-Mirabeau,3_HZ
13170,Les Pennes-Mirabeau,3_HZ
13170,Les Pennes-Mirabeau,3_HZ
13790,Peynier,2_ZAC
13790,Peynier,2_ZAC
13124,Peypin,3_HZ
13860,Peyrolles-en-Provence,3_HZ
13380,Plan-de-Cuques,3_HZ
13750,Plan-d'Orgon,2_ZAC
13110,Port-de-Bouc,1_ZIP
13230,Port-Saint-Louis-du-Rhône,1_ZIP
13114,Puyloubier,2_ZAC
13114,Puyloubier,2_ZAC
13610,Le Puy-Sainte-Réparade,2_ZAC
13340,Rognac,3_HZ
13840,Rognes,3_HZ
13870,Rognonas,3_HZ
13640,La Roque-d'Anthéron,2_ZAC
13830,Roquefort-la-Bédoule,3_HZ
13830,Roquefort-la-Bédoule,3_HZ
13360,Roquevaire,3_HZ
13360,Roquevaire,3_HZ
13360,Roquevaire,3_HZ
13790,Rousset,2_ZAC
13740,Le Rove,3_HZ
13740,Le Rove,3_HZ
13740,Le Rove,3_HZ
13670,Saint-Andiol,2_ZAC
13100,Saint-Antonin-sur-Bayon,2_ZAC
13760,Saint-Cannat,3_HZ
13250,Saint-Chamas,1_ZIP
13610,Saint-Estève-Janson,2_ZAC
13103,Saint-Étienne-du-Grès,3_HZ
13100,Saint-Marc-Jaumegarde,3_HZ
13460,Saintes-Maries-de-la-Mer,1_ZIP
13310,Saint-Martin-de-Crau,2_ZAC
13920,Saint-Mitre-les-Remparts,2_ZAC
13115,Saint-Paul-lès-Durance,2_ZAC
13210,Saint-Rémy-de-Provence,3_HZ
13119,Saint-Savournin,2_ZAC
13730,Saint-Victoret,3_HZ
13300,Salon-de-Provence,3_HZ
13960,Sausset-les-Pins,2_ZAC
13560,Sénas,3_HZ
13240,Septèmes-les-Vallons,2_ZAC
13240,Septèmes-les-Vallons,2_ZAC
13109,Simiane-Collongue,3_HZ
13150,Tarascon,1_ZIP
13100,Le Tholonet,3_HZ
13530,Trets,2_ZAC
13530,Trets,2_ZAC
13126,Vauvenargues,2_ZAC
13880,Velaux,3_HZ
13770,Venelles,3_HZ
13122,Ventabren,3_HZ
13122,Ventabren,3_HZ
13116,Vernègues,2_ZAC
13670,Verquières,3_HZ
13127,Vitrolles,2_ZAC
13111,Coudoux,3_HZ
13470,Carnoux-en-Provence,3_HZ
13001,Marseille 1er Arrondissement,3_HZ
13002,Marseille 2e Arrondissement,2_ZAC
13003,Marseille 3e Arrondissement,2_ZAC
13004,Marseille 4e Arrondissement,3_HZ
13005,Marseille 5e Arrondissement,3_HZ
13006,Marseille 6e Arrondissement,3_HZ
13007,Marseille 7e Arrondissement,3_HZ
13008,Marseille 8e Arrondissement,3_HZ
13008,Marseille 8e Arrondissement,3_HZ
13008,Marseille 8e Arrondissement,3_HZ
13009,Marseille 9e Arrondissement,3_HZ
13009,Marseille 9e Arrondissement,3_HZ
13009,Marseille 9e Arrondissement,3_HZ
13010,Marseille 10e Arrondissement,3_HZ
13011,Marseille 11e Arrondissement,3_HZ
13011,Marseille 11e Arrondissement,3_HZ
13012,Marseille 12e Arrondissement,3_HZ
13013,Marseille 13e Arrondissement,2_ZAC
13013,Marseille 13e Arrondissement,2_ZAC
13013,Marseille 13e Arrondissement,2_ZAC
13013,Marseille 13e Arrondissement,2_ZAC
13013,Marseille 13e Arrondissement,2_ZAC
13013,Marseille 13e Arrondissement,2_ZAC
13014,Marseille 14e Arrondissement,2_ZAC
13015,Marseille 15e Arrondissement,1_ZIP
13016,Marseille 16e Arrondissement,1_ZIP
13016,Marseille 16e Arrondissement,1_ZIP
14600,Ablon,2_ZAC
14400,Agy,2_ZAC
14190,Valambray,2_ZAC
14190,Valambray,2_ZAC
14370,Valambray,2_ZAC
14370,Valambray,2_ZAC
14540,Valambray,2_ZAC
14540,Valambray,2_ZAC
14210,Amayé-sur-Orne,3_HZ
14310,Amayé-sur-Seulles,2_ZAC
14860,Amfreville,3_HZ
14430,Angerville,2_ZAC
14610,Colomby-Anguerny,2_ZAC
14610,Colomby-Anguerny,2_ZAC
14610,Anisy,2_ZAC
14430,Annebault,2_ZAC
14400,Arganchy,2_ZAC
14370,Argences,2_ZAC
14117,Arromanches-les-Bains,2_ZAC
14960,Asnelles,2_ZAC
14710,Asnières-en-Bessin,2_ZAC
14640,Auberville,2_ZAC
14700,Aubigny,2_ZAC
14250,Audrieu,2_ZAC
14260,Les Monts d'Aunay,1_ZIP
14260,Les Monts d'Aunay,1_ZIP
14260,Les Monts d'Aunay,1_ZIP
14260,Les Monts d'Aunay,1_ZIP
14260,Les Monts d'Aunay,1_ZIP
14770,Les Monts d'Aunay,1_ZIP
14770,Les Monts d'Aunay,1_ZIP
14770,Les Monts d'Aunay,1_ZIP
14280,Authie,3_HZ
14130,Les Authieux-sur-Calonne,2_ZAC
14340,Auvillars,2_ZAC
14210,Avenay,3_HZ
14490,Balleroy-sur-Drôme,1_ZIP
14490,Balleroy-sur-Drôme,1_ZIP
14940,Banneville-la-Campagne,3_HZ
14260,Malherbe-sur-Ajon,2_ZAC
14260,Malherbe-sur-Ajon,2_ZAC
14480,Banville,2_ZAC
14220,Barbery,3_HZ
14400,Barbeville,2_ZAC
14600,Barneville-la-Bertran,2_ZAC
14210,Baron-sur-Odon,3_HZ
14620,Barou-en-Auge,1_ZIP
14610,Basly,2_ZAC
14670,Basseneville,3_HZ
14860,Bavent,2_ZAC
14860,Bavent,2_ZAC
14400,Bayeux,2_ZAC
14480,Bazenville,2_ZAC
14490,La Bazoque,1_ZIP
14620,Beaumais,2_ZAC
14380,Beaumesnil,2_ZAC
14950,Beaumont-en-Auge,2_ZAC
14370,Bellengreville,2_ZAC
14910,Benerville-sur-Mer,2_ZAC
14970,Bénouville,2_ZAC
14260,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14350,Souleuvre en Bocage,2_ZAC
14440,Bény-sur-Mer,2_ZAC
14710,Bernesq,2_ZAC
14170,Bernières-d'Ailly,1_ZIP
14990,Bernières-sur-Mer,2_ZAC
14112,Biéville-Beuville,3_HZ
14112,Biéville-Beuville,3_HZ
14100,Beuvillers,2_ZAC
14430,Beuvron-en-Auge,2_ZAC
14550,Blainville-sur-Orne,3_HZ
14130,Blangy-le-Château,2_ZAC
14400,Blay,1_ZIP
14910,Blonville-sur-Mer,2_ZAC
14690,Le Bô,2_ZAC
14340,La Boissière,2_ZAC
14340,Bonnebosq,2_ZAC
14260,Bonnemaison,1_ZIP
14130,Bonneville-la-Louvet,2_ZAC
14800,Bonneville-sur-Touques,2_ZAC
14700,Bonnœil,2_ZAC
14420,Bons-Tassilly,2_ZAC
14210,Bougy,3_HZ
14220,Boulon,3_HZ
14430,Bourgeauville,2_ZAC
14540,Bourguébus,3_HZ
14430,Branville,2_ZAC
14260,Brémoy,1_ZIP
14190,Bretteville-le-Rabet,2_ZAC
14210,Thue et Mue,3_HZ
14250,Thue et Mue,3_HZ
14740,Thue et Mue,3_HZ
14740,Thue et Mue,3_HZ
14740,Thue et Mue,3_HZ
14740,Thue et Mue,3_HZ
14680,Bretteville-sur-Laize,3_HZ
14760,Bretteville-sur-Odon,3_HZ
14130,Le Breuil-en-Auge,2_ZAC
14330,Le Breuil-en-Bessin,1_ZIP
14130,Le Brévedent,2_ZAC
14860,Bréville-les-Monts,3_HZ
14710,Bricqueville,2_ZAC
14160,Brucourt,2_ZAC
14250,Bucéels,2_ZAC
14190,Le Bû-sur-Rouvres,2_ZAC
14390,Cabourg,2_ZAC
14000,Caen,3_HZ
14630,Cagny,3_HZ
14240,Cahagnes,2_ZAC
14490,Cahagnolles,2_ZAC
14210,La Caine,2_ZAC
14610,Cairon,3_HZ
14230,La Cambe,2_ZAC
14610,Cambes-en-Plaine,3_HZ
14340,Cambremer,2_ZAC
14340,Cambremer,2_ZAC
14340,Cambremer,2_ZAC
14340,Cambremer,2_ZAC
14340,Cambremer,2_ZAC
14500,Campagnolles,2_ZAC
14490,Campigny,1_ZIP
14800,Canapville,2_ZAC
14230,Canchy,2_ZAC
14370,Canteloup,2_ZAC
14740,Carcagny,2_ZAC
14230,Cardonville,2_ZAC
14650,Carpiquet,3_HZ
14330,Cartigny-l'Épinay,2_ZAC
14490,Castillon,1_ZIP
14140,Castillon-en-Auge,2_ZAC
14240,Caumont-sur-Aure,2_ZAC
14240,Caumont-sur-Aure,2_ZAC
14240,Caumont-sur-Aure,2_ZAC
14240,Caumont-sur-Aure,2_ZAC
14190,Cauvicourt,3_HZ
14770,Cauville,2_ZAC
14290,Cernay,1_ZIP
14270,Cesny-aux-Vignes,1_ZIP
14220,Cesny-les-Sources,3_HZ
14220,Cesny-les-Sources,3_HZ
14220,Cesny-les-Sources,3_HZ
14220,Cesny-les-Sources,3_HZ
14220,Cesny-les-Sources,3_HZ
14250,Chouain,2_ZAC
14680,Cintheaux,3_HZ
14130,Clarbec,2_ZAC
14570,Clécy,2_ZAC
14370,Cléville,2_ZAC
14710,Colleville-sur-Mer,2_ZAC
14880,Colleville-Montgomery,2_ZAC
14460,Colombelles,3_HZ
14710,Colombières,2_ZAC
14480,Colombiers-sur-Seulles,2_ZAC
14220,Combray,2_ZAC
14520,Commes,2_ZAC
14270,Condé-sur-Ifs,1_ZIP
14110,Condé-en-Normandie,2_ZAC
14110,Condé-en-Normandie,2_ZAC
14110,Condé-en-Normandie,2_ZAC
14770,Condé-en-Normandie,2_ZAC
14770,Condé-en-Normandie,2_ZAC
14770,Condé-en-Normandie,2_ZAC
14400,Condé-sur-Seulles,2_ZAC
14130,Coquainvilliers,2_ZAC
14100,Cordebugle,2_ZAC
14700,Cordey,2_ZAC
14123,Cormelles-le-Royal,3_HZ
14240,Cormolain,1_ZIP
14690,Cossesseville,2_ZAC
14400,Cottun,2_ZAC
14170,Courcy,1_ZIP
14470,Courseulles-sur-Mer,2_ZAC
14100,Courtonne-la-Meurdrac,2_ZAC
14290,Courtonne-les-Deux-Églises,1_ZIP
14290,Courtonne-les-Deux-Églises,1_ZIP
14260,Courvaudon,1_ZIP
14480,Crépon,2_ZAC
14440,Cresserons,2_ZAC
14430,Cresseveuille,2_ZAC
14480,Creully sur Seulles,2_ZAC
14480,Creully sur Seulles,2_ZAC
14480,Creully sur Seulles,2_ZAC
14113,Cricquebœuf,2_ZAC
14430,Cricqueville-en-Auge,2_ZAC
14450,Cricqueville-en-Bessin,2_ZAC
14250,Cristot,3_HZ
14620,Crocy,2_ZAC
14220,Croisilles,2_ZAC
14400,Crouay,1_ZIP
14220,Culey-le-Patry,2_ZAC
14400,Cussy,2_ZAC
14840,Cuverville,3_HZ
14620,Damblainville,2_ZAC
14430,Danestal,2_ZAC
14800,Deauville,2_ZAC
14840,Démouville,3_HZ
14690,Le Détroit,2_ZAC
14230,Deux-Jumeaux,2_ZAC
14160,Dives-sur-Mer,2_ZAC
14220,Donnay,2_ZAC
14430,Douville-en-Auge,2_ZAC
14440,Douvres-la-Délivrande,2_ZAC
14440,Douvres-la-Délivrande,2_ZAC
14430,Dozulé,2_ZAC
14130,Drubec,2_ZAC
14340,Beaufour-Druval,2_ZAC
14340,Beaufour-Druval,2_ZAC
14340,Beaufour-Druval,2_ZAC
14250,Ducy-Sainte-Marguerite,2_ZAC
14250,Ellon,2_ZAC
14630,Émiéville,3_HZ
14800,Englesqueville-en-Auge,2_ZAC
14710,Englesqueville-la-Percée,2_ZAC
14170,Épaney,2_ZAC
14310,Épinay-sur-Odon,2_ZAC
14610,Épron,3_HZ
14600,Équemauville,2_ZAC
14700,Eraines,2_ZAC
14270,Ernes,1_ZIP
14850,Escoville,3_HZ
14220,Espins,2_ZAC
14210,Esquay-Notre-Dame,3_HZ
14400,Esquay-sur-Seulles,2_ZAC
14220,Esson,2_ZAC
14190,Estrées-la-Campagne,2_ZAC
14930,Éterville,3_HZ
14400,Étréham,2_ZAC
14210,Évrecy,3_HZ
14700,Falaise,2_ZAC
14100,Fauguernon,2_ZAC
14130,Le Faulq,2_ZAC
14320,Feuguerolles-Bully,3_HZ
14320,Feuguerolles-Bully,3_HZ
14130,Fierville-les-Parcs,2_ZAC
14100,Firfol,2_ZAC
14123,Fleury-sur-Orne,3_HZ
14710,La Folie,2_ZAC
14290,La Folletière-Abenon,1_ZIP
14790,Fontaine-Étoupefour,3_HZ
14610,Fontaine-Henry,2_ZAC
14190,Fontaine-le-Pin,2_ZAC
14320,Fontenay-le-Marmion,3_HZ
14250,Fontenay-le-Pesnel,3_HZ
14340,Formentin,2_ZAC
14710,Formigny La Bataille,2_ZAC
14710,Formigny La Bataille,2_ZAC
14710,Formigny La Bataille,2_ZAC
14710,Formigny La Bataille,2_ZAC
14240,Foulognes,2_ZAC
14620,Fourches,2_ZAC
14700,Fourneaux-le-Val,2_ZAC
14340,Le Fournet,2_ZAC
14600,Fourneville,2_ZAC
14630,Frénouville,3_HZ
14480,Le Fresne-Camilly,3_HZ
14700,Fresné-la-Mère,2_ZAC
14680,Fresney-le-Puceux,3_HZ
14220,Fresney-le-Vieux,2_ZAC
14590,Fumichon,2_ZAC
14210,Gavrus,3_HZ
14230,Géfosse-Fontenay,2_ZAC
14600,Genneville,2_ZAC
14730,Giberville,3_HZ
14950,Glanville,2_ZAC
14100,Glos,2_ZAC
14600,Gonneville-sur-Honfleur,2_ZAC
14510,Gonneville-sur-Mer,2_ZAC
14810,Gonneville-en-Auge,2_ZAC
14430,Goustranville,2_ZAC
14680,Gouvix,3_HZ
14190,Grainville-Langannerie,2_ZAC
14210,Grainville-sur-Odon,3_HZ
14450,Grandcamp-Maisy,2_ZAC
14450,Grandcamp-Maisy,2_ZAC
14160,Grangues,2_ZAC
14470,Graye-sur-Mer,2_ZAC
14540,Grentheville,3_HZ
14220,Grimbosq,2_ZAC
14400,Guéron,2_ZAC
14880,Hermanville-sur-Mer,2_ZAC
14100,Hermival-les-Vaux,2_ZAC
14200,Hérouville-Saint-Clair,3_HZ
14850,Hérouvillette,3_HZ
14430,Heuland,2_ZAC
14700,La Hoguette,2_ZAC
14600,Honfleur,2_ZAC
14600,Honfleur,2_ZAC
14100,L'Hôtellerie,2_ZAC
14430,Hotot-en-Auge,2_ZAC
14430,Hotot-en-Auge,2_ZAC
14430,Hotot-en-Auge,2_ZAC
14250,Hottot-les-Bagues,2_ZAC
14340,La Houblonnière,2_ZAC
14510,Houlgate,2_ZAC
14123,Ifs,3_HZ
14230,Isigny-sur-Mer,2_ZAC
14230,Isigny-sur-Mer,2_ZAC
14230,Isigny-sur-Mer,2_ZAC
14230,Isigny-sur-Mer,2_ZAC
14330,Isigny-sur-Mer,2_ZAC
14690,Les Isles-Bardel,2_ZAC
14670,Janville,3_HZ
14170,Jort,1_ZIP
14250,Juaye-Mondaye,2_ZAC
14260,Dialan sur Chaîne,1_ZIP
14260,Dialan sur Chaîne,1_ZIP
14250,Juvigny-sur-Seulles,2_ZAC
14320,Laize-Clinchamps,3_HZ
14320,Laize-Clinchamps,3_HZ
14380,Landelles-et-Coupigny,2_ZAC
14380,Landelles-et-Coupigny,2_ZAC
14310,Landes-sur-Ajon,2_ZAC
14830,Langrune-sur-Mer,2_ZAC
14480,Ponts sur Seulles,2_ZAC
14480,Ponts sur Seulles,2_ZAC
14480,Ponts sur Seulles,2_ZAC
14770,Terres de Druance,2_ZAC
14770,Terres de Druance,2_ZAC
14770,Terres de Druance,2_ZAC
14340,Léaupartie,2_ZAC
14700,Leffard,2_ZAC
14140,Lessard-et-le-Chêne,2_ZAC
14250,Lingèvres,2_ZAC
14780,Lion-sur-Mer,2_ZAC
14100,Lisieux,2_ZAC
14330,Lison,2_ZAC
14140,Lisores,1_ZIP
14490,Litteau,1_ZIP
14330,Le Molay-Littry,1_ZIP
14330,Le Molay-Littry,1_ZIP
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14140,Livarot-Pays-d'Auge,2_ZAC
14290,Livarot-Pays-d'Auge,2_ZAC
14290,Livarot-Pays-d'Auge,2_ZAC
14290,Livarot-Pays-d'Auge,2_ZAC
14290,Livarot-Pays-d'Auge,2_ZAC
14240,Les Loges,2_ZAC
14700,Les Loges-Saulces,2_ZAC
14400,Longues-sur-Mer,2_ZAC
14230,Longueville,2_ZAC
14310,Longvillers,1_ZIP
14250,Loucelles,3_HZ
14170,Louvagny,1_ZIP
14111,Louvigny,3_HZ
14530,Luc-sur-Mer,2_ZAC
14400,Magny-en-Bessin,2_ZAC
14310,Maisoncelles-Pelvey,2_ZAC
14210,Maisoncelles-sur-Ajon,3_HZ
14400,Maisons,2_ZAC
14210,Maizet,3_HZ
14190,Maizières,1_ZIP
14930,Maltot,3_HZ
14710,Mandeville-en-Bessin,2_ZAC
14340,Manerbe,2_ZAC
14130,Manneville-la-Pipard,2_ZAC
14400,Le Manoir,2_ZAC
14117,Manvieux,2_ZAC
14620,Le Marais-la-Chapelle,2_ZAC
14100,Marolles,2_ZAC
14220,Martainville,2_ZAC
14700,Martigny-sur-l'Ante,2_ZAC
14480,Moulins-en-Bessin,2_ZAC
14480,Moulins-en-Bessin,2_ZAC
